label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,31,712,0.6806,0.6955,0.0149
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,32,1110,0.5922,0.5785,-0.0137
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,33,894,0.581,0.5946,0.0135
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,34,745,0.5755,0.5509,-0.0246
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,35,431,0.5989,0.5888,-0.0101
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,36,801,0.5402,0.5837,0.0435
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,37,1009,0.5939,0.6864,0.0926
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,38,782,0.5817,0.5906,0.0089
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,39,597,0.5654,0.5731,0.0076
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,40,435,0.625,0.5181,-0.1068
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,41,636,0.5836,0.6161,0.0325
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,42,985,0.5698,0.7077,0.138
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,43,435,0.6181,0.5854,-0.0327
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,44,986,0.6496,0.5729,-0.0768
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,45,1147,0.5351,0.6385,0.1035
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,46,570,0.6263,0.538,-0.0883
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,47,708,0.5626,0.4615,-0.1012
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,48,1264,0.5498,0.6544,0.1046
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,49,513,0.7152,0.6884,-0.0269
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,50,767,0.5999,0.5657,-0.0342
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,51,872,0.5847,0.5569,-0.0278
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,52,872,0.7404,0.7311,-0.0094
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,53,809,0.6199,0.6128,-0.007
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,54,794,0.6992,0.5834,-0.1158
