label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,45,3375,0.9827,0.6417,-0.341
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,46,2973,0.9334,0.7788,-0.1546
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,47,3438,0.8888,0.6507,-0.238
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,48,3053,0.9299,0.6386,-0.2913
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,49,2888,0.8988,0.5667,-0.3321
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,50,3096,0.9266,0.6358,-0.2909
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,51,2857,0.8693,0.5985,-0.2709
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,52,3224,0.9708,0.5485,-0.4223
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,53,2675,0.9514,0.6627,-0.2886
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,54,3039,0.9485,0.6491,-0.2995
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,55,2567,0.9298,0.6846,-0.2452
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,56,2954,0.8999,0.6489,-0.251
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,57,2775,0.9064,0.6925,-0.214
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,58,3004,0.9662,0.5708,-0.3954
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,59,2871,0.9037,0.6118,-0.2919
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,60,2964,0.9533,0.6659,-0.2873
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,61,3565,0.9602,0.6576,-0.3025
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,62,2674,0.917,0.6548,-0.2623
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,63,2900,0.9492,0.6103,-0.3389
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,64,3057,0.8898,0.7033,-0.1865
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,65,3567,0.9321,0.6771,-0.255
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,66,2565,0.8819,0.7009,-0.181
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,67,2359,0.9468,0.6698,-0.277
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,68,2808,0.9034,0.6441,-0.2593
